None,indicator_id,region_id,date,value
0,ZSFH,99999,2022-06-30,588761.0
1,ZSFH,99999,2022-05-31,589700.0
2,ZSFH,99999,2022-04-30,580347.0
3,ZSFH,99999,2022-03-31,579785.0
4,ZSFH,99999,2022-02-28,555858.0
5,ZSFH,99999,2022-01-31,539084.0
6,ZSFH,99999,2021-12-31,523382.0
7,ZSFH,99999,2021-11-30,510814.0
8,ZSFH,99999,2021-10-31,500405.0
9,ZSFH,99999,2021-09-30,490138.0
10,ZSFH,99999,2021-08-31,481274.0
11,ZSFH,99999,2021-07-31,436966.0
12,ZSFH,99999,2021-06-30,427245.0
13,ZSFH,99999,2021-05-31,416609.0
14,ZSFH,99999,2021-04-30,406712.0
15,ZSFH,99999,2021-03-31,397664.0
16,ZSFH,99999,2021-02-28,385100.0
17,ZSFH,99999,2021-01-31,385350.0
18,ZSFH,99999,2020-12-31,383270.0
19,ZSFH,99999,2020-11-30,378566.0
20,ZSFH,99999,2020-10-31,375825.0
21,ZSFH,99999,2020-09-30,369733.0
22,ZSFH,99999,2020-08-31,366760.0
23,ZSFH,99999,2020-07-31,336538.0
24,ZSFH,99999,2020-06-30,367111.0
25,ZSFH,99999,2020-05-31,360642.0
26,ZSFH,99999,2020-04-30,358251.0
27,ZSFH,99999,2020-03-31,357318.0
28,ZSFH,99999,2020-02-29,356443.0
29,ZSFH,99999,2020-01-31,355387.0
30,ZSFH,99999,2019-12-31,353666.0
31,ZSFH,99999,2019-11-30,352571.0
32,ZSFH,99999,2019-10-31,352992.0
33,ZSFH,99999,2019-09-30,354149.0
34,ZSFH,99999,2019-08-31,353614.0
35,ZSFH,99999,2019-07-31,352034.0
36,ZSFH,99999,2019-06-30,349236.0
37,ZSFH,99999,2019-05-31,345969.0
38,ZSFH,99999,2019-04-30,343825.0
39,ZSFH,99999,2019-03-31,341602.0
40,ZSFH,99999,2019-02-28,338734.0
41,ZSFH,99999,2019-01-31,336343.0
42,ZSFH,99999,2018-12-31,334728.0
43,ZSFH,99999,2018-11-30,333069.0
44,ZSFH,99999,2018-10-31,328005.0
45,ZSFH,99999,2018-09-30,322212.0
46,ZSFH,99999,2018-08-31,317946.0
47,ZSFH,99999,2018-07-31,315862.0
48,ZSFH,99999,2018-06-30,315556.0
49,ZSFH,99999,2018-05-31,314513.0
50,ZSFH,99999,2018-04-30,312432.0
51,ZSFH,99999,2018-03-31,310271.0
52,ZSFH,99999,2018-02-28,308078.0
53,ZSFH,99999,2018-01-31,305116.0
54,ZSFH,99999,2017-12-31,301787.0
55,ZSFH,99999,2017-11-30,297928.0
56,ZSFH,99999,2017-10-31,296417.0
57,ZSFH,99999,2017-09-30,294639.0
58,ZSFH,99999,2017-08-31,294099.0
59,ZSFH,99999,2017-07-31,292625.0
60,ZSFH,99999,2017-06-30,290985.0
61,ZSFH,99999,2017-05-31,290189.0
62,ZSFH,99999,2017-04-30,289255.0
63,ZSFH,99999,2017-03-31,287241.0
64,ZSFH,99999,2017-02-28,286689.0
65,ZSFH,99999,2017-01-31,286667.0
66,ZSFH,99999,2016-12-31,287447.0
67,ZSFH,99999,2016-11-30,286670.0
68,ZSFH,99999,2016-10-31,285541.0
69,ZSFH,99999,2016-09-30,284428.0
70,ZSFH,99999,2016-08-31,282233.0
71,ZSFH,99999,2016-07-31,280099.0
72,ZSFH,99999,2016-06-30,277782.0
73,ZSFH,99999,2016-05-31,274995.0
74,ZSFH,99999,2016-04-30,272832.0
75,ZSFH,99999,2016-03-31,271977.0
76,ZSFH,99999,2016-02-29,270498.0
77,ZSFH,99999,2016-01-31,268094.0
78,ZSFH,99999,2015-12-31,264781.0
79,ZSFH,99999,2015-11-30,262948.0
80,ZSFH,99999,2015-10-31,261926.0
81,ZSFH,99999,2015-09-30,261021.0
82,ZSFH,99999,2015-08-31,260117.0
83,ZSFH,99999,2015-07-31,259096.0
84,ZSFH,99999,2015-06-30,258657.0
85,ZSFH,99999,2015-05-31,258654.0
86,ZSFH,99999,2015-04-30,258328.0
87,ZSFH,99999,2015-03-31,257879.0
88,ZSFH,99999,2015-02-28,257248.0
89,ZSFH,99999,2015-01-31,257084.0
90,ZSFH,99999,2014-12-31,256120.0
91,ZSFH,99999,2014-11-30,254399.0
92,ZSFH,99999,2014-10-31,251569.0
93,ZSFH,99999,2014-09-30,248967.0
94,ZSFH,99999,2014-08-31,247248.0
95,ZSFH,99999,2014-07-31,245791.0
96,ZSFH,99999,2014-06-30,243420.0
97,ZSFH,99999,2014-05-31,240644.0
98,ZSFH,99999,2014-04-30,239129.0
99,ZSFH,99999,2014-03-31,237907.0
100,ZSFH,99999,2014-02-28,236700.0
101,ZSFH,99999,2014-01-31,234661.0
102,ZSFH,99999,2013-12-31,233635.0
103,ZSFH,99999,2013-11-30,233116.0
104,ZSFH,99999,2013-10-31,233070.0
105,ZSFH,99999,2013-09-30,232873.0
106,ZSFH,99999,2013-08-31,232033.0
107,ZSFH,99999,2013-07-31,230851.0
108,ZSFH,99999,2013-06-30,229960.0
109,ZSFH,99999,2013-05-31,228950.0
110,ZSFH,99999,2013-04-30,225881.0
111,ZSFH,99999,2013-03-31,222266.0
112,ZSFH,99999,2013-02-28,219551.0
113,ZSFH,99999,2013-01-31,218510.0
114,ZSFH,99999,2012-12-31,217541.0
115,ZSFH,99999,2012-11-30,215762.0
116,ZSFH,99999,2012-10-31,214017.0
117,ZSFH,99999,2012-09-30,212734.0
118,ZSFH,99999,2012-08-31,211418.0
119,ZSFH,99999,2012-07-31,210781.0
120,ZSFH,99999,2012-06-30,209834.0
121,ZSFH,99999,2012-05-31,209364.0
122,ZSFH,99999,2012-04-30,209121.0
123,ZSFH,99999,2012-03-31,209002.0
124,ZSFH,99999,2012-02-29,207391.0
125,ZSFH,99999,2012-01-31,205584.0
126,ZSFH,99999,2011-12-31,203763.0
127,ZSFH,99999,2011-11-30,203913.0
128,ZSFH,99999,2011-10-31,204258.0
129,ZSFH,99999,2011-09-30,204584.0
130,ZSFH,99999,2011-08-31,204543.0
131,ZSFH,99999,2011-07-31,204195.0
132,ZSFH,99999,2011-06-30,203791.0
133,ZSFH,99999,2011-05-31,203472.0
134,ZSFH,99999,2011-04-30,204052.0
135,ZSFH,99999,2011-03-31,205247.0
136,ZSFH,99999,2011-02-28,206920.0
137,ZSFH,99999,2011-01-31,207824.0
138,ZSFH,99999,2010-12-31,208613.0
139,ZSFH,99999,2010-11-30,208736.0
140,ZSFH,99999,2010-10-31,209302.0
141,ZSFH,99999,2010-09-30,210642.0
142,ZSFH,99999,2010-08-31,212488.0
143,ZSFH,99999,2010-07-31,213340.0
144,ZSFH,99999,2010-06-30,213556.0
145,ZSFH,99999,2010-05-31,213385.0
146,ZSFH,99999,2010-04-30,213534.0
147,ZSFH,99999,2010-03-31,213289.0
148,ZSFH,99999,2010-02-28,214424.0
149,ZSFH,99999,2010-01-31,216221.0
150,ZSFH,99999,2009-12-31,218078.0
151,ZSFH,99999,2009-11-30,218727.0
152,ZSFH,99999,2009-10-31,218621.0
153,ZSFH,99999,2009-09-30,216191.0
154,ZSFH,99999,2009-08-31,214318.0
155,ZSFH,99999,2009-07-31,213677.0
156,ZSFH,99999,2009-06-30,216221.0
157,ZSFH,99999,2009-05-31,218194.0
158,ZSFH,99999,2009-04-30,219700.0
159,ZSFH,99999,2009-03-31,220467.0
160,ZSFH,99999,2009-02-28,220438.0
161,ZSFH,99999,2009-01-31,219994.0
162,ZSFH,99999,2008-12-31,219776.0
163,ZSFH,99999,2008-11-30,220347.0
164,ZSFH,99999,2008-10-31,220771.0
165,ZSFH,99999,2008-09-30,221228.0
166,ZSFH,99999,2008-08-31,221310.0
167,ZSFH,99999,2008-07-31,221684.0
168,ZSFH,99999,2008-06-30,220484.0
169,ZSFH,99999,2008-05-31,221028.0
170,ZSFH,99999,2008-04-30,221053.0
171,ZSFH,99999,2008-03-31,222485.0
172,ZSFH,99999,2008-02-29,222009.0
173,ZSFH,99999,2008-01-31,220783.0
174,ZSFH,99999,2007-12-31,219191.0
175,ZSFH,99999,2007-11-30,217548.0
176,ZSFH,99999,2007-10-31,216690.0
177,ZSFH,99999,2007-09-30,218624.0
178,ZSFH,99999,2007-08-31,220110.0
179,ZSFH,99999,2007-07-31,219686.0
180,ZSFH,99999,2007-06-30,217035.0
181,ZSFH,99999,2007-05-31,213196.0
182,ZSFH,99999,2007-04-30,210060.0
183,ZSFH,99999,2007-03-31,205268.0
184,ZSFH,99999,2007-02-28,202023.0
185,ZSFH,99999,2007-01-31,200260.0
186,ZSFH,99999,2006-12-31,198535.0
187,ZSFH,99999,2006-11-30,197924.0
188,ZSFH,99999,2006-10-31,196573.0
189,ZSFH,99999,2006-09-30,193744.0
190,ZSFH,99999,2006-08-31,189865.0
191,ZSFH,99999,2006-07-31,187126.0
192,ZSFH,99999,2006-06-30,187415.0
193,ZSFH,99999,2006-05-31,188323.0
194,ZSFH,99999,2006-04-30,188989.0
195,ZSFH,99999,2006-03-31,188116.0
196,ZSFH,99999,2006-02-28,186794.0
197,ZSFH,99999,2006-01-31,184637.0
198,ZSFH,99999,2005-12-31,183392.0
199,ZSFH,99999,2005-11-30,181214.0
200,ZSFH,99999,2005-10-31,179215.0
201,ZSFH,99999,2005-09-30,177270.0
202,ZSFH,99999,2005-08-31,176223.0
203,ZSFH,99999,2005-07-31,174991.0
204,ZSFH,99999,2005-06-30,172571.0
205,ZSFH,99999,2005-05-31,169868.0
206,ZSFH,99999,2005-04-30,167105.0
207,ZSFH,99999,2005-03-31,165721.0
208,ZSFH,99999,2005-02-28,164998.0
209,ZSFH,99999,2005-01-31,164988.0
210,ZSFH,99998,2022-06-30,426280.0
211,ZSFH,99998,2022-05-31,417999.0
212,ZSFH,99998,2022-04-30,414514.0
213,ZSFH,99998,2022-03-31,412340.0
214,ZSFH,99998,2022-02-28,411266.0
215,ZSFH,99998,2022-01-31,403503.0
216,ZSFH,99998,2021-12-31,395836.0
217,ZSFH,99998,2021-11-30,388435.0
218,ZSFH,99998,2021-10-31,383778.0
219,ZSFH,99998,2021-09-30,379070.0
220,ZSFH,99998,2021-08-31,373600.0
221,ZSFH,99998,2021-07-31,336859.0
222,ZSFH,99998,2021-06-30,331750.0
223,ZSFH,99998,2021-05-31,327464.0
224,ZSFH,99998,2021-04-30,324181.0
225,ZSFH,99998,2021-03-31,319767.0
226,ZSFH,99998,2021-02-28,313519.0
227,ZSFH,99998,2021-01-31,308459.0
228,ZSFH,99998,2020-12-31,302189.0
229,ZSFH,99998,2020-11-30,299117.0
230,ZSFH,99998,2020-10-31,296771.0
231,ZSFH,99998,2020-09-30,293552.0
232,ZSFH,99998,2020-08-31,286326.0
233,ZSFH,99998,2020-07-31,285611.0
234,ZSFH,99998,2020-06-30,296807.0
235,ZSFH,99998,2020-05-31,296376.0
236,ZSFH,99998,2020-04-30,296177.0
237,ZSFH,99998,2020-03-31,296303.0
238,ZSFH,99998,2020-02-29,295761.0
239,ZSFH,99998,2020-01-31,294973.0
240,ZSFH,99998,2019-12-31,294973.0
241,ZSFH,99998,2019-11-30,294870.0
242,ZSFH,99998,2019-10-31,295033.0
243,ZSFH,99998,2019-09-30,293962.0
244,ZSFH,99998,2019-08-31,293098.0
245,ZSFH,99998,2019-07-31,292017.0
246,ZSFH,99998,2019-06-30,291200.0
247,ZSFH,99998,2019-05-31,289961.0
248,ZSFH,99998,2019-04-30,288739.0
249,ZSFH,99998,2019-03-31,287170.0
250,ZSFH,99998,2019-02-28,287622.0
251,ZSFH,99998,2019-01-31,288329.0
252,ZSFH,99998,2018-12-31,288341.0
253,ZSFH,99998,2018-11-30,286754.0
254,ZSFH,99998,2018-10-31,284858.0
255,ZSFH,99998,2018-09-30,284232.0
256,ZSFH,99998,2018-08-31,283916.0
257,ZSFH,99998,2018-07-31,283814.0
258,ZSFH,99998,2018-06-30,284187.0
259,ZSFH,99998,2018-05-31,284017.0
260,ZSFH,99998,2018-04-30,283893.0
261,ZSFH,99998,2018-03-31,283276.0
262,ZSFH,99998,2018-02-28,280110.0
263,ZSFH,99998,2018-01-31,276778.0
264,ZSFH,99998,2017-12-31,272379.0
265,ZSFH,99998,2017-11-30,271403.0
266,ZSFH,99998,2017-10-31,270100.0
267,ZSFH,99998,2017-09-30,269394.0
268,ZSFH,99998,2017-08-31,267536.0
269,ZSFH,99998,2017-07-31,265890.0
270,ZSFH,99998,2017-06-30,263749.0
271,ZSFH,99998,2017-05-31,262353.0
272,ZSFH,99998,2017-04-30,260446.0
273,ZSFH,99998,2017-03-31,258538.0
274,ZSFH,99998,2017-02-28,258029.0
275,ZSFH,99998,2017-01-31,257741.0
276,ZSFH,99998,2016-12-31,258491.0
277,ZSFH,99998,2016-11-30,257049.0
278,ZSFH,99998,2016-10-31,255896.0
279,ZSFH,99998,2016-09-30,254011.0
280,ZSFH,99998,2016-08-31,252341.0
281,ZSFH,99998,2016-07-31,250402.0
282,ZSFH,99998,2016-06-30,247994.0
283,ZSFH,99998,2016-05-31,245299.0
284,ZSFH,99998,2016-04-30,242886.0
285,ZSFH,99998,2016-03-31,240954.0
286,ZSFH,99998,2016-02-29,238789.0
287,ZSFH,99998,2016-01-31,236299.0
288,ZSFH,99998,2015-12-31,233237.0
289,ZSFH,99998,2015-11-30,230435.0
290,ZSFH,99998,2015-10-31,227607.0
291,ZSFH,99998,2015-09-30,225450.0
292,ZSFH,99998,2015-08-31,223444.0
293,ZSFH,99998,2015-07-31,221072.0
294,ZSFH,99998,2015-06-30,219120.0
295,ZSFH,99998,2015-05-31,217384.0
296,ZSFH,99998,2015-04-30,215823.0
297,ZSFH,99998,2015-03-31,213455.0
298,ZSFH,99998,2015-02-28,210922.0
299,ZSFH,99998,2015-01-31,208709.0
300,ZSFH,99998,2014-12-31,207113.0
301,ZSFH,99998,2014-11-30,205759.0
302,ZSFH,99998,2014-10-31,204408.0
303,ZSFH,99998,2014-09-30,202649.0
304,ZSFH,99998,2014-08-31,200978.0
305,ZSFH,99998,2014-07-31,199749.0
306,ZSFH,99998,2014-06-30,198669.0
307,ZSFH,99998,2014-05-31,197629.0
308,ZSFH,99998,2014-04-30,196223.0
309,ZSFH,99998,2014-03-31,195061.0
310,ZSFH,99998,2014-02-28,193916.0
311,ZSFH,99998,2014-01-31,193107.0
312,ZSFH,99998,2013-12-31,192500.0
313,ZSFH,99998,2013-11-30,191851.0
314,ZSFH,99998,2013-10-31,190949.0
315,ZSFH,99998,2013-09-30,189786.0
316,ZSFH,99998,2013-08-31,188537.0
317,ZSFH,99998,2013-07-31,187168.0
318,ZSFH,99998,2013-06-30,185870.0
319,ZSFH,99998,2013-05-31,184359.0
320,ZSFH,99998,2013-04-30,183103.0
321,ZSFH,99998,2013-03-31,182037.0
322,ZSFH,99998,2013-02-28,182261.0
323,ZSFH,99998,2013-01-31,182464.0
324,ZSFH,99998,2012-12-31,182206.0
325,ZSFH,99998,2012-11-30,180958.0
326,ZSFH,99998,2012-10-31,179883.0
327,ZSFH,99998,2012-09-30,179325.0
328,ZSFH,99998,2012-08-31,178680.0
329,ZSFH,99998,2012-07-31,178213.0
330,ZSFH,99998,2012-06-30,177508.0
331,ZSFH,99998,2012-05-31,177308.0
332,ZSFH,99998,2012-04-30,176893.0
333,ZSFH,99998,2012-03-31,176792.0
334,ZSFH,99998,2012-02-29,175188.0
335,ZSFH,99998,2012-01-31,173285.0
336,ZSFH,99998,2011-12-31,171072.0
337,ZSFH,99998,2011-11-30,170370.0
338,ZSFH,99998,2011-10-31,170098.0
339,ZSFH,99998,2011-09-30,170418.0
340,ZSFH,99998,2011-08-31,170858.0
341,ZSFH,99998,2011-07-31,171490.0
342,ZSFH,99998,2011-06-30,171910.0
343,ZSFH,99998,2011-05-31,172304.0
344,ZSFH,99998,2011-04-30,173253.0
345,ZSFH,99998,2011-03-31,174029.0
346,ZSFH,99998,2011-02-28,174775.0
347,ZSFH,99998,2011-01-31,175207.0
348,ZSFH,99998,2010-12-31,175804.0
349,ZSFH,99998,2010-11-30,176256.0
350,ZSFH,99998,2010-10-31,176545.0
351,ZSFH,99998,2010-09-30,176314.0
352,ZSFH,99998,2010-08-31,176572.0
353,ZSFH,99998,2010-07-31,176107.0
354,ZSFH,99998,2010-06-30,176118.0
355,ZSFH,99998,2010-05-31,175597.0
356,ZSFH,99998,2010-04-30,174810.0
357,ZSFH,99998,2010-03-31,174451.0
358,ZSFH,99998,2010-02-28,175141.0
359,ZSFH,99998,2010-01-31,176360.0
360,ZSFH,99998,2009-12-31,177873.0
361,ZSFH,99998,2009-11-30,178284.0
362,ZSFH,99998,2009-10-31,178838.0
363,ZSFH,99998,2009-09-30,179853.0
364,ZSFH,99998,2009-08-31,180602.0
365,ZSFH,99998,2009-07-31,182308.0
366,ZSFH,99998,2009-06-30,183755.0
367,ZSFH,99998,2009-05-31,185204.0
368,ZSFH,99998,2009-04-30,186994.0
369,ZSFH,99998,2009-03-31,187522.0
370,ZSFH,99998,2009-02-28,188250.0
371,ZSFH,99998,2009-01-31,188612.0
372,ZSFH,99998,2008-12-31,189779.0
373,ZSFH,99998,2008-11-30,191628.0
374,ZSFH,99998,2008-10-31,193158.0
375,ZSFH,99998,2008-09-30,192929.0
376,ZSFH,99998,2008-08-31,192752.0
377,ZSFH,99998,2008-07-31,192306.0
378,ZSFH,99998,2008-06-30,192355.0
379,ZSFH,99998,2008-05-31,193154.0
380,ZSFH,99998,2008-04-30,193273.0
381,ZSFH,99998,2008-03-31,194189.0
382,ZSFH,99998,2008-02-29,193707.0
383,ZSFH,99998,2008-01-31,193852.0
384,ZSFH,99998,2007-12-31,193742.0
385,ZSFH,99998,2007-11-30,193625.0
386,ZSFH,99998,2007-10-31,193201.0
387,ZSFH,99998,2007-09-30,193523.0
388,ZSFH,99998,2007-08-31,193830.0
389,ZSFH,99998,2007-07-31,194348.0
390,ZSFH,99998,2007-06-30,193906.0
391,ZSFH,99998,2007-05-31,193119.0
392,ZSFH,99998,2007-04-30,191318.0
393,ZSFH,99998,2007-03-31,189874.0
394,ZSFH,99998,2007-02-28,188522.0
395,ZSFH,99998,2007-01-31,187431.0
396,ZSFH,99998,2006-12-31,185582.0
397,ZSFH,99998,2006-11-30,183277.0
398,ZSFH,99998,2006-10-31,180541.0
399,ZSFH,99998,2006-09-30,177900.0
400,ZSFH,99998,2006-08-31,176678.0
401,ZSFH,99998,2006-07-31,176427.0
402,ZSFH,99998,2006-06-30,175571.0
403,ZSFH,99998,2006-05-31,172994.0
404,ZSFH,99998,2006-04-30,170344.0
405,ZSFH,99998,2006-03-31,167668.0
406,ZSFH,99998,2006-02-28,165442.0
407,ZSFH,99998,2006-01-31,162702.0
408,ZSFH,99998,2005-12-31,160948.0
409,ZSFH,99998,2005-11-30,159447.0
410,ZSFH,99998,2005-10-31,158513.0
411,ZSFH,99998,2005-09-30,157658.0
412,ZSFH,99998,2005-08-31,156047.0
413,ZSFH,99998,2005-07-31,153899.0
414,ZSFH,99998,2005-06-30,152600.0
415,ZSFH,99998,2005-05-31,152634.0
416,ZSFH,99998,2005-04-30,153370.0
417,ZSFH,99998,2005-03-31,154150.0
418,ZSFH,99998,2005-02-28,154467.0
419,ZSFH,99998,2005-01-31,155340.0
420,ZSFH,99997,2022-02-28,358088.0
421,ZSFH,99997,2022-01-31,353821.0
422,ZSFH,99997,2021-12-31,347393.0
423,ZSFH,99997,2021-11-30,343565.0
424,ZSFH,99997,2021-10-31,341212.0
425,ZSFH,99997,2021-09-30,337105.0
426,ZSFH,99997,2021-08-31,325363.0
427,ZSFH,99997,2021-07-31,317573.0
428,ZSFH,99997,2021-06-30,307204.0
429,ZSFH,99997,2021-05-31,304776.0
430,ZSFH,99997,2021-04-30,312272.0
431,ZSFH,99997,2021-03-31,316705.0
432,ZSFH,99997,2021-02-28,303909.0
433,ZSFH,99997,2021-01-31,306196.0
434,ZSFH,99997,2020-12-31,298951.0
435,ZSFH,99997,2020-11-30,293081.0
436,ZSFH,99997,2020-10-31,295995.0
437,ZSFH,99997,2020-09-30,299890.0
438,ZSFH,99997,2020-08-31,301682.0
439,ZSFH,99997,2020-07-31,284740.0
440,ZSFH,99997,2020-06-30,296682.0
441,ZSFH,99997,2020-05-31,289211.0
442,ZSFH,99997,2020-04-30,290721.0
443,ZSFH,99997,2020-03-31,291574.0
444,ZSFH,99997,2020-02-29,292572.0
445,ZSFH,99997,2020-01-31,292643.0
446,ZSFH,99997,2019-12-31,293197.0
447,ZSFH,99997,2019-11-30,291905.0
448,ZSFH,99997,2019-10-31,290949.0
449,ZSFH,99997,2019-09-30,289227.0
450,ZSFH,99997,2019-08-31,287519.0
451,ZSFH,99997,2019-07-31,285343.0
452,ZSFH,99997,2019-06-30,281579.0
453,ZSFH,99997,2019-05-31,278565.0
454,ZSFH,99997,2019-04-30,276179.0
455,ZSFH,99997,2019-03-31,274981.0
456,ZSFH,99997,2019-02-28,272581.0
457,ZSFH,99997,2019-01-31,270865.0
458,ZSFH,99997,2018-12-31,268621.0
459,ZSFH,99997,2018-11-30,267671.0
460,ZSFH,99997,2018-10-31,265982.0
461,ZSFH,99997,2018-09-30,264979.0
462,ZSFH,99997,2018-08-31,263582.0
463,ZSFH,99997,2018-07-31,263904.0
464,ZSFH,99997,2018-06-30,265633.0
465,ZSFH,99997,2018-05-31,265369.0
466,ZSFH,99997,2018-04-30,263607.0
467,ZSFH,99997,2018-03-31,260468.0
468,ZSFH,99997,2018-02-28,258140.0
469,ZSFH,99997,2018-01-31,255883.0
470,ZSFH,99997,2017-12-31,253146.0
471,ZSFH,99997,2017-11-30,251721.0
472,ZSFH,99997,2017-10-31,249891.0
473,ZSFH,99997,2017-09-30,248058.0
474,ZSFH,99997,2017-08-31,246292.0
475,ZSFH,99997,2017-07-31,243629.0
476,ZSFH,99997,2017-06-30,241339.0
477,ZSFH,99997,2017-05-31,238856.0
478,ZSFH,99997,2017-04-30,237041.0
479,ZSFH,99997,2017-03-31,234616.0
480,ZSFH,99997,2017-02-28,232718.0
481,ZSFH,99997,2017-01-31,230892.0
482,ZSFH,99997,2016-12-31,229001.0
483,ZSFH,99997,2016-11-30,226434.0
484,ZSFH,99997,2016-10-31,224685.0
485,ZSFH,99997,2016-09-30,222564.0
486,ZSFH,99997,2016-08-31,220526.0
487,ZSFH,99997,2016-07-31,217601.0
488,ZSFH,99997,2016-06-30,215252.0
489,ZSFH,99997,2016-05-31,213891.0
490,ZSFH,99997,2016-04-30,212577.0
491,ZSFH,99997,2016-03-31,212775.0
492,ZSFH,99997,2016-02-29,211513.0
493,ZSFH,99997,2016-01-31,210349.0
494,ZSFH,99997,2015-12-31,208236.0
495,ZSFH,99997,2015-11-30,205967.0
496,ZSFH,99997,2015-10-31,204205.0
497,ZSFH,99997,2015-09-30,203502.0
498,ZSFH,99997,2015-08-31,203001.0
499,ZSFH,99997,2015-07-31,202786.0
500,ZSFH,99997,2015-06-30,200590.0
501,ZSFH,99997,2015-05-31,197933.0
502,ZSFH,99997,2015-04-30,195142.0
503,ZSFH,99997,2015-03-31,192889.0
504,ZSFH,99997,2015-02-28,192088.0
505,ZSFH,99997,2015-01-31,190836.0
506,ZSFH,99997,2014-12-31,190184.0
507,ZSFH,99997,2014-11-30,189522.0
508,ZSFH,99997,2014-10-31,188164.0
509,ZSFH,99997,2014-09-30,186483.0
510,ZSFH,99997,2014-08-31,184590.0
511,ZSFH,99997,2014-07-31,183313.0
512,ZSFH,99997,2014-06-30,182996.0
513,ZSFH,99997,2014-05-31,182192.0
514,ZSFH,99997,2014-04-30,181955.0
515,ZSFH,99997,2014-03-31,180771.0
516,ZSFH,99997,2014-02-28,179841.0
517,ZSFH,99997,2014-01-31,178478.0
518,ZSFH,99997,2013-12-31,177337.0
519,ZSFH,99997,2013-11-30,176360.0
520,ZSFH,99997,2013-10-31,175552.0
521,ZSFH,99997,2013-09-30,175147.0
522,ZSFH,99997,2013-08-31,174625.0
523,ZSFH,99997,2013-07-31,173755.0
524,ZSFH,99997,2013-06-30,172282.0
525,ZSFH,99997,2013-05-31,171638.0
526,ZSFH,99997,2013-04-30,171105.0
527,ZSFH,99997,2013-03-31,170240.0
528,ZSFH,99997,2013-02-28,168264.0
529,ZSFH,99997,2013-01-31,167060.0
530,ZSFH,99997,2012-12-31,165841.0
531,ZSFH,99997,2012-11-30,165028.0
532,ZSFH,99997,2012-10-31,163751.0
533,ZSFH,99997,2012-09-30,162359.0
534,ZSFH,99997,2012-08-31,161232.0
535,ZSFH,99997,2012-07-31,160989.0
536,ZSFH,99997,2012-06-30,161450.0
537,ZSFH,99997,2012-05-31,161609.0
538,ZSFH,99997,2012-04-30,160321.0
539,ZSFH,99997,2012-03-31,160106.0
540,ZSFH,99997,2012-02-29,159703.0
541,ZSFH,99997,2012-01-31,160448.0
542,ZSFH,99997,2011-12-31,160415.0
543,ZSFH,99997,2011-11-30,160686.0
544,ZSFH,99997,2011-10-31,161397.0
545,ZSFH,99997,2011-09-30,162267.0
546,ZSFH,99997,2011-08-31,162040.0
547,ZSFH,99997,2011-07-31,160195.0
548,ZSFH,99997,2011-06-30,158314.0
549,ZSFH,99997,2011-05-31,157425.0
550,ZSFH,99997,2011-04-30,157567.0
551,ZSFH,99997,2011-03-31,157471.0
552,ZSFH,99997,2011-02-28,158040.0
553,ZSFH,99997,2011-01-31,157105.0
554,ZSFH,99997,2010-12-31,156921.0
555,ZSFH,99997,2010-11-30,155923.0
556,ZSFH,99997,2010-10-31,156105.0
557,ZSFH,99997,2010-09-30,155228.0
558,ZSFH,99997,2010-08-31,156139.0
559,ZSFH,99997,2010-07-31,156018.0
560,ZSFH,99997,2010-06-30,156324.0
561,ZSFH,99997,2010-05-31,155182.0
562,ZSFH,99997,2010-04-30,155548.0
563,ZSFH,99997,2010-03-31,155261.0
564,ZSFH,99997,2010-02-28,155021.0
565,ZSFH,99997,2010-01-31,154783.0
566,ZSFH,99997,2009-12-31,154344.0
567,ZSFH,99997,2009-11-30,153098.0
568,ZSFH,99997,2009-10-31,150048.0
569,ZSFH,99997,2009-09-30,148221.0
570,ZSFH,99997,2009-08-31,146730.0
571,ZSFH,99997,2009-07-31,148896.0
572,ZSFH,99997,2009-06-30,151416.0
573,ZSFH,99997,2009-05-31,154934.0
574,ZSFH,99997,2009-04-30,156519.0
575,ZSFH,99997,2009-03-31,157205.0
576,ZSFH,99997,2009-02-28,157123.0
577,ZSFH,99997,2009-01-31,156360.0
578,ZSFH,99997,2008-12-31,156438.0
579,ZSFH,99997,2008-11-30,157608.0
580,ZSFH,99997,2008-10-31,160683.0
581,ZSFH,99997,2008-09-30,163041.0
582,ZSFH,99997,2008-08-31,164058.0
583,ZSFH,99997,2008-07-31,162312.0
584,ZSFH,99997,2008-06-30,159005.0
585,ZSFH,99997,2008-05-31,155780.0
586,ZSFH,99997,2008-04-30,153179.0
587,ZSFH,99997,2008-03-31,153334.0
588,ZSFH,99997,2008-02-29,153946.0
589,ZSFH,99997,2008-01-31,155003.0
590,ZSFH,99997,2007-12-31,154542.0
591,ZSFH,99997,2007-11-30,154368.0
592,ZSFH,99997,2007-10-31,153922.0
593,ZSFH,99997,2007-09-30,153560.0
594,ZSFH,99997,2007-08-31,153097.0
595,ZSFH,99997,2007-07-31,152943.0
596,ZSFH,99997,2007-06-30,153665.0
597,ZSFH,99997,2007-05-31,153738.0
598,ZSFH,99997,2007-04-30,153882.0
599,ZSFH,99997,2007-03-31,152735.0
600,ZSFH,99997,2007-02-28,152329.0
601,ZSFH,99997,2007-01-31,153678.0
602,ZSFH,99997,2006-12-31,156028.0
603,ZSFH,99997,2006-11-30,157452.0
604,ZSFH,99997,2006-10-31,156135.0
605,ZSFH,99997,2006-09-30,154185.0
606,ZSFH,99997,2006-08-31,153151.0
607,ZSFH,99997,2006-07-31,152534.0
